sentiment,text
positive,"alhamdulillahhh... ada juga yang ngepost ayangnya Ibel.... biarin deh damai seisi dunia.... masing2 sdh punya pasangan, jadi engga ada lg yang bilang Ibel PHO.... Happy b""day Ibel"
positive,"Ini kakaknya murid2ku waktu msh ngajar di sekolah internasional mihil. Anaknya cantik2 dan si ibu dan bpk ramah dan baik bngt. Seluruh sepupunya di sekolah yg sama, yg uang masuknya aja 70 jtan lbh/siswa. G tau skrg brp."
positive," <USERNAME> justru karena ka bella sholehah, punya penghasilan sendiri, dan cantik jadi Allah mau kasih jodoh yang lebih baik lagi.."
positive,"Mbak bela, nikahnya berdasarkan atas dasar agama mbak yg diutamakan ya. Biar laki2nya dpt yg baik. Saya yakin banyak laki2 yg baik dan kaya raya yg mau nikahin mbak"
positive,Duh geulis kitu ditinggal sama yg 'itu' duuuhhhh hahaha jodohnya pasti Allah kasih yg lebih baik Teeeh ??
positive,"Bu Ameeel.... udah lama ga ke bank,kangen bu Amel yg cantik,ramah,baik ama kangen tentengannya hihiii ????. Nanya si mba bu Amelnya pindah rumah dan lg hamil. Sehat2 yaa bu Amel,salam buat Annabel"
positive,"Ambil positifnya aja mbak toh oma nani yang menjalankan, mau mbak bilang gimana nggak mungkin kan oma langsung cerai karena itu udah pilihan hidup dia gimana jadi lebih baik didoakan semoga langgeng karena menikah juga ibadah heheu  <USERNAME>"
positive,"Alesha arti namanya : Yang dilindungi Allah....aamiin yra, ya nak...."
positive,Semoga anak nya bsok pas bangun langsung jd dewasa biar bisa bakal jodoh saya???? pasti gedenya ntar sama cakep kek kakaknya Fahri..
positive,min mnta doanya jg buat saya mudahan dilancarkan dan selamat saat melahirkan bulan mei ini. Aamiin
positive,"Waaah.... Hamil Malah makin cantik, cew kali yeee debay nya.... ??"
positive,mba acha cantik banget banget banget !! buat calon ibu yg blm d kasih momongan sm Allah smoga di segerakan ya ??
positive,"Gemulai'nya Momo,, Bak Putri keraton Jawa,,, semoga bersatu selama'nya dan cuma Maut yg memisah'kan,, Gbu..."
positive,Berasa kaya mau manggung kk  <USERNAME> ?? semoga lancar dan cepat punya momongan biar Ada Princess Kecil MoMo atau gak prince ??
positive,"waaahhh sm dokter sigit ya, ini dokter the best banget, baik banget, humble orgnya, recomend banget buat yg mau program dan kehamilan ??"
positive,"Ashanti bunda the best, Slalu belain/support anaknya. Mskipun bkn ank kndung??"
positive,Smua orng berhak untuk melakukan apapun yg mereka suka.. Asal g mrugikan dirinya ataupun ornglain.. Mau aurel dandan berlebihan atau natural itu hak dia.. Apalagi aurel pinter banget dandannya.. Kliatan cantiiik banget.. ????
positive,Beruntung si aurel dpt ibu sambung kaya ashanti .  <USERNAME>
positive,salut ma bunda  <USERNAME> .. mskipun ibu sambung.. tpi sellu jdi org yg plingbdpan mmbela aurel n azriel dri pra hatters..
positive,"Keren ya ashanty segitu sayangnya sama anak nya(padahal bukan anak kandung), yang ibu kandung aja blm tentu begitu. Ini orang hatinya kek bidadari di tv tv. Beruntung banget itu aurel azriel punya ibu tiri macam dia"
positive,"Salut buat Bunda  <USERNAME> slalu yg trdpan melindungi ank""yh...mngalahin ibu kandung sndri yg cma Diam ajj...bt aurel pa yg slah pd dya jga Manusia ciptaan Allah klau pun Dya lbh sgla yh dri yg suka nyinyiir mslh pnampilan brarti dh nasib tuuh orang g bsa sprti Aurel yg lbh baek n bgs dri yg nyinyiiir.."
positive,Ibu tiri terhebat..... Ntr palingan klo dah 20an dia baru perawatan .skrg msh muda kasian klo di paksa perawatan .cm ya paling tutup mata tutup kuping skrg mah
positive," <USERNAME> aurel itu cantik tau. Pernah liat asli nya kok. Org sirik itu yg menjelek jelekannya. Padahal muka sendiri belum tente lebih cantik dan muda daripada aurel. aurel difoto nampak putib bilangnya suntik putih, kelihatan hitam dibilang gk bisa ra"
positive," <USERNAME> Astagfirullah... Mbak tolong ucapannya dijaga ya, ALLAH menciptakan manusia dengan sempurna, kok mbak ngomongnya kayak gitu. Aurel cantik kok, wajar manusia ada kekurangannya. Dan mbak Ashanti wajar belain anaknya, bukan caper ya mbak, sia"
positive,"aurel itu perempuan hebat, ingat bgt kejadian zaman pipi mimi ny & dilihat didepan mata dia sendiri. Ga semua anak bs strong kyk dia. Yg nyinyir pasti iri krn aurel bs punya keluarga bahagia kyk skrg. Yg blg bundanya Ash lebay, mungkin blm punya anak. Hati2 sayang..km jg perempuan, nanti bakal jd ibu. Bayangin anakmu yg jd korban bully ??"
positive,Ganteng... Ini klo ga salah managernya.. semoga d lancarkan yaa..
positive,"Mukanya mirip ,,,insya Allah jodoh dunia akhirat mbk  <USERNAME> amiiii"
positive,Cantik banggeett ya kak depe.. ???? gk keliatan loh klo dy pernah nikah.. seperti msh gadis wajah nya.. cantik ???????????? semoga lancar sampai hari H kak depe.. bahagia dunia akhirat aammiinnn ??
positive,Dadddd :( Semoga bisa dateng yaaa & untuk papa-papa diluar sana. Semoga sehat selalu & bisa menjadi saksi anak-anaknya saat menikah. AAMIIN!????
positive,Semoga dilancarkan nikahnya dan ayahnya lekas ditemukan dalam keadaan sehat tanpa kurang suatu apapun :)
positive,Semoga aja nikahannya lancar y mb. Jgn berlarut sedih kl bapak tirinya gak datang yg penting bapak kandung datang. Mungkin sj ada alasan anak kandung dari bapak tersebut melarang. Mungkin sj bapak itu udah balikan sama istri pertamanya. Dan kl sibapak datang itu berrti akan mengingatkan cerita lama. Mungkin yaa..
positive,"Yea pak polisinya pinter hahahaha.. langsung belok, SIM nembak, gatau rambu2. Malah minta surat perintah yaelah lu pikir rumah lu mau digeledah ??"
positive,Ini mau nikah lagi baguass deh smoga kelak jd kluarga yg samawa
positive,Lucu.... suaranya kak abbey cantik kayak orang nya.... ?????????????? terharu....
positive,Pernah ketemu sama mba artika sari disesemall di Jakarta...ampunnn ayunee...mana semampai....murah senyummm....cakep pisan lah
positive,"Bener kata pepatah Yess, Buah Jatuh gak Jauh dari PohoN nya... Cantik Nya dapet dari Mama_Nya, Suara Bagus dan Pinter nyanyi dari darah seni Papa Nya.. #calon generasi hebat di masa depan"
positive,"Bahagianya punya anak cantik berbakat, bersyukur bnr dapat titipan demikian indah"
positive,Semoga di berikan kesehatan dan rezeki yg berlimpaah pak ??
positive,Semoga selalu sehat dan dimurahkan rejekinya ya Pak
positive,"Pria setia, pekerja keras tdk malu pilih-pilih cari nafkah sangat sedikit sekali yang banyak kebalikan..beda bgt sama seseorang yang kenal. Mentang2 ganteng, milih nganggur ketimbang jd ojol. Udh gitu istri diselingkuhin lagi. Baik kalo ada maunya ????"
positive,"Doa istri dan anak menyertaimu bang... lelaki yg bertanggung jawab itu sangat PERLU, karna kalo laki2 tanggung jawab otomatis dia akan sayang dgn anak dan istri. Beda dgn sayang yg belum tentu bertanggung jawab ??????"
positive,Ya Allah bahagia itu gak harus dgn cara yg mewah sesederhana begini aj deh bahagia bisa komunikasi dgn keluarga ??
positive,"Mereka hanya mencari rejeki utk keluarganya, kalau ada yg merasa tdk berkenan tolong jangan menggunakan kekerasan"
positive,"Salut sekali Banting tulang demi menghidupi keluarga.yg duduk di bangku empuk,pakai AC Malah merampok.yg milih rakyat jelata lagi"
positive,"Amin, smg selalu di lancarkan n di mudahkan rejeki nya.. jd inget waktu suami sy jg gojek dulu, srg nlp nanyain anak istri nya udah mkn atau blm.. pdhl mgkn dia sendiri entah sempet mkn atau ngga, walaupun hujan2an n panas2an tp ga penh mengeluh.. selalu menyempatkan komunikasi n ttp keep in touch di sela2 kesibukannya. Bangga n ttp berjuang y ms gojek krn anak n istri selalu mendoakan yg terbaik.."
positive,"Respect dengan istri n anak2 nya yg menunggu dengan sabar dirumah insya Allah ,Allah swt selalu menjaga nya."
positive,"Laki-laki yang beneran berjuang unt anak istri, membahagiakan istri insyaallah di dunia mendapat rejeki yg ga disangka-sangka di akherat akan ada surga kelak amiin"
positive,"Bangga sama suami yg selalu ingat istri disela waktunya, apapun profesimu... Kaulah juaranya. Sehat terus pak gojek, semoga lacar rejekimu. Amiiin...."
positive,Apaoun pekerjaannya yg penting halal u tuk menafkahi keluarga ... Semangat pak
positive,Gojek itu mayoritas pegangguran yang lama gak kerja trus hampir putus asaa tapi tibatiba ada lapangan pekerjaan yang gak harus pake ijasah terakhir.. ini sungguh lapangan kerja yang sangat membantu sekali menurut saya ??
positive," <USERNAME> aslinya cantik dan ayu loh mbak krn aku sudah bertemu langsung juga sesembaknya sangat ramah tidak sombong seperti mantan2 yg lain hhe maaf ikut nimbrung ,kalo makeup dibuat senatural mungkin krn sesembaknya memang mau menonjolkan wa"
positive," <USERNAME> suami saya seumuran sama saya mba, malah tuaan saya beberapa bulan tapi alhamdulillah suami saya gak kekanak kanakan hehe"
positive,"Undang @N_ShaniJKT48 ke hitamputih, pemenang SSK JKT48 harusnya mJKT48 ini lebih Layak di Undang karena prestasinya"
positive,Selamat berbuka puasa Semoga amal ibadah hari ni diterima Allah #hitamputih
positive,"Ada nih di trans7 hitam putih, dia dpt penghargaan juga di norwegia #hitamputih"
positive,selamat ya mas @adietaufan masuk hitamputih
positive,Asiknya nonton Hitam Putih Trans7
positive,@TRANS7 acara paling komplit dan menarik apalagi ada hitam putih
positive,hitam putih T7 inspiratif banget
positive,Suka banget dengan acara hitam putih
positive,Keren lu bro #HitamPutihTrans7
positive,"Tadi ada yg liat hitam putih di trans7 ga, Ada sanggu ganteng"
positive,cinta mengikat silaturahmi di hati ... #LunaMaya #hitamputihtrans7 .... https://www.instagram.com/p/BTqszJ3jO9A/
positive,Terima kasih pak.... Sudah mau membantu kami untuk menyekolahkan adik saya.... #hitamputihtrans7
positive,Semoga lancar hitamputihtrans7
positive,Trans7 Hitam Putih terbaik https://www.instagram.com/p/BTYyTXMgVKd/
positive,Acara hitam putih paling bagus buat di lihat
positive,"@TRANS7 undang @DA3_Rafly di acara hitam putih ya,dia jebolan dangdut academi pinter nyanyi lagu india suaranya keren"
positive,"Bagus Rancangan Seperti ini di TRANS7 HitamPutih, Sambil2 Dakwah Hiburannya. Terima kasih Ustadz Wijayanto..."
positive,"Wah kapan Rihanna bisa jadi bintang tamu Hitam Putih kayak di @ASAL_Trans7. jadi kangen, kapan tayang lagi di @TRANS7?"
positive,Terimakasih telah menonton Hitam Putih malam ini. Semoga dapat menginspirasi dan dapat memberikan pelajaran utk Sobat7. #RafatharonHP
positive,Acara hitam putih di trans7 topiknya bagus nih. Ttg Kepribadian ganda.
positive,Nonton kisah anastasya wella di #hitamputihtrans7 seru bgt ya kisahnya. Punya 9 kepribadian berbeda.
positive,Yang bikin selalu rindu kalau jauh dari nya... #hitamputihtrans7
positive,@HitamPutih wihh hebat kakek neneknya @TRANS7
positive,Setelah menunggu sekian lama. Akhirnya @yukikatou2 nongol juga di HITAM PUTIH TRANS7
positive,makin asik hitam putih
positive,"Spensa Boys asal poso di hitam putih trans7 ASLI KALIAN KEREN!! yang pake kemeja biru putih, si gingsul ada salam dari sini"
positive,Wahh asik nih vocalgrup #HitamPutih... thanks @TRANS7
positive,setiap hari aku slalu nonton Hitam Putih di Trans7. Hbs acara nya bagus banget mas Dedy.
positive,Acara Hitam Putih di Trans7 malam ini pembahasannya MANTAB! Setuju kalau bakal diperbanyak yang mengulas hal semacam ini
positive,lg seru nonton hitam putih.. terus lanjut nonton on the spot @indahmariana19 @hitamputiht7 @trans7
positive,#HPJkt48 #JKT48HitamPutihT7 trio unyu di acara master Dedy.. Thanks #HitamPutih
positive,perusahaan jujur pasti punya pekerja yg jujur. #hitamPutihT7
positive,"Keren, undang mereka dong di acara HitamPutih atau acara presiden @news_trans7"
positive,Suka banget sama episode Hitam Putih malam ini! #HitamPutih_Trans7
positive,"Kangen jeketi jadi bintang tamu Hitam Putih Trans7, seru aja gitu pas jaman gen 1 diundang ke hitam putih"
positive,Terima kasih telah menyaksikan Hitam Putih hari ini. Semoga menginspirasi dan terhibur
positive,makin ok saja hitam putih... mau donk di undang.....
positive,Sangat menginspirasi. #hitamputihtrans7 #FOCUS Hari ini banyak inspirasi buat saya
positive,seru nih hitam putih trans7 live
positive,Bersyukurlah kita hidup di Indonesia #hitamputihtrans7
positive,"Setuju banget sama ucapan deddy corbuzier di Hitam Putih Trans7 hr ini. Guru tak perlu diberikan tanda jasa, cukup naikan gaji"
positive,selamat siang selamat beraktivitas juga kami selalu menunggu hitam putih di chaenel kesayangan trans7
positive,Ada @Stefan0Lilipaly & @andik_vermansah di #HitamPutihT7 Keren.. !!!
positive,"nonton trans7 hitam putih keren abis jesika cantik, dedy ganteng @hitamputihtrans7"
positive,acara hitam putih memang oke
positive,"Yuk tweeps merapat, sebentar lagi Hitam Putih akan LIVE!"
positive,"Tweeps terima kasih sudah menyaksikan Hitam Putih hari ini, besok kembali Live di @TRANS7 #HPViral"
positive,#hitamputihtrans7 emang selalu keren.. siapapun tamunya..
positive,"subhanallah, ni anak2 karunia yg tak ada bandingnya... trans7 hitamputih"
positive,"Sangat terkesan setelah mendengar salah satu dr mereka, jika saya adalah orang yg... maju terus hitam putih semoga sukses slalu"
negative,"Hitam putih bego, haruka diundang bentar biar pd liat younglex, udah gt malah dihina, Bego"
negative,"Miris liat pemerintah, Juara angkat berat se-asia tp tdk ada biaya mengikuti kejurnas.. #miris #hitamputihtrans7 "
negative,"Juara 1 angkat berat Se-Asia, tdk menerima hadiahnya dan tidak bisa ikut kejurnas karena terkendala biaya #hitamputihtrans7"
negative,"haruka lain kali kalau diundang ke hitam putih ditolak aja, hostnya ga menghargai kamu"
negative,Berasa aneh nonton acara Hitam Putih tapi penonton nya anak yg sekolah di sekolah gua #smkjakarta1
negative,"sedih dengar curhatanmu, Roxana. Semoga Tuhan tunjukkan jalan dan titik terang utk Roxana #hitamputih #pegulat"
negative,Miris ketika anak Indonesia kesulitan menggunakan Bahasa Indonesa dan lebih nyaman menggunakan bahasa asing #HitamPutihTrans7 #AkuIndonesia
negative,"Sombongnya mentang2 kaya pake diumumkan, saya host kaya di Hitam Putih Trans7...!!!"
negative,parah banget hitam putih di Trans7. Ngomong sembarang. Yg merusak generasi muda acara kyk gini
negative,Orang bangkrut itu bukan perkara soal uang tetapi bangkrut itu orang yang sudah tidak punya mimpi -BangQomar #HitamPutihT7
negative,Menakutkan Powernya Oma Martha #HitamPutihT7
negative,"#hitamputihT7 jika hasilnya tdk sesuai dgn apa yg dikehendaki para pendemo akan demo lg, silakah jika ini diartikan sbg pemaksaan kehendak"
negative,mulut farhat abas anjay bener di #HitamPutihT7
negative,Klo episode berikutnya muncul lagi di @HitamPutihT7 saya ga bakal nonton lg hitam putih.. #hitamputiht7
negative,Yaampun banyak anak kecil yang nonton #hitamputihT7
negative,Seorang anak yg butuh pengakuan dari sang ayah #hitamPutihT7 @marioteguh
negative,Mario Teguh mencampakkan anak nya ? #HitamPutihT7
negative,"Orang tuna netra aja bisa berbagi, kok yg pegang jabatan tinggi korupsi #HitamPutihT7"
negative,@pandji garing banget sih ni orang #hitamputiht7
negative,"kalo sekarang yang nyanyi anak2,, tapi lagu Na ... Terlalu Menyakitkan Memalukan untuk disebutkan #savelaguanak #HitamputihT7"
negative,bukan maksud ngatain tp cuma bertanya knp hanya orang kecil atau bawah yg ditindes? @HitamPutihT7 #HitamPutihT7
negative,"Bos kau kalo cowo kerja salah di bentak abis, kalo cewe malah diajakin becanda trus ketawa #MyStupidBoss #HitamPutihT7"
negative,suara sang veteran kalau perlu koruptor di hukum mati! #hitamPutihT7
negative,Kok berita nya ga nyebar sih #HitamPutihT7 #Trans7
negative,"@HitamPutihT7 buta tuh orang, dalem ruangan pake kacamata hitam #HitamPutihT7"
negative,Ya dunia jadi terharu kepergian mbak jupe @hitamputih_trans7
negative,jadi gitu nasib atlet kita ya? @KEMENPORA_RI #HitamputihT7
negative,knp ya seorang sahabat bs lupa dg sahabatnya bila sudah bertemu teman lama / barunya? #HitamPutihT7
negative,"Baby tatan nangis ngeliat daddy, @HitamPutihT7 #hitamputiht7"
negative,angkat topi dan tundukkan kepala buat mbah simpen #hitamputihtrans7
negative,toleransi umat beragama macam apa yg diterapkan di Serang Banten? Toleransi hanya mitos #hitamPutihT7
negative,suara sang veteran : kalau perlu koruptor di hukum mati! #hitamPutihT7
negative,Turut berduka buat anak nya buk pak #HitamPutihT7
negative,ingin kan hal yg baik tetapi belum tentu semua itu sesuatu yg diharapkan? #moreppie #hitamputihT7
negative,ga tau kenapa semua menjadi buruk ketika kau pergi #moreppie #hitamputihT7
negative,#HitamPutihT7 udah sodok ajah bu haha #TributeToWanitaIndonesia
negative,butuh ketegasan dari pihak masyarakat dan pemerintah kita butuh tindakan bukan hanya ngoceh di medsos #HitamPutihT7 #PollingHitamPutih
negative,hidup itu harus dijalanin bukan dipikirin #hitamputiht7
negative,Pemimpin itu adalah pribadi yang dikorbankan #HitamPutihT7
negative,"Hidup ini dijalanin, bukan dipikirin. Mongol Stres #hitamputiht7"
negative,"#HitamPutihT7 Demo gak akan nyelesaikan masalah, harusnya bermusyawara ajha #HitamPutihT7"
negative,#hitamputihT7 bayangkan kalau seluruh konvensional akan buat online dimana pengusahanya tdk perlu bayar apa2. yg perorangan pasti kalah
negative,"lebih enak taksi konvensional, kalo kita kepepet ada taksi yg lewat langsung, kalau nunggu yg online lama. #HitamPutihT7 #OnlineVsKonvension"
negative,#hitamputiht7 apakah ada hal kaya gini di negara lain ? Intinya saya gk setuju usaha kaya gini #OnlineVSKonvensional
negative,"Gak punya Gadget, mahal, nipu / gk jelas argonya sering argo kuda dan gak aman pake konvensional #hitamputihtrans7"
negative,"Hidup itu pilihan, jangan pasrah dengan keadaan"
negative,#HitamPutihT7 Gawat darurat tetangga menembaki dg sengaja kucing2 disekitar rumah #komplekrumahelitbandung
negative,"miris sekali liat keadaan hewan yg di aniaya, #HitamPutihT7 #hpsayangbinatang"
negative,"hanya membicarakan permasalahan orang lain, memalukan"
negative,dedy sombong nya keteraluan
positive,"Suka banget nonton #IndonesiaLawyersClub bisa menambah wawasan, bisa belajar cara membicarakan suatu masalah, keren @ILC_tvOnenews"
positive,"ngakak, mantap dah pokoknya seru"
positive,RINDU ILC INDOBESIA LAWYERS CLUB DI TVONE
positive,"Indonesia Lawyers Club merupakan program talkshow paling ditunggu pemirsa tvOne, yang membahas topik2 terkini #9TAHUNTVONE"
positive,Selalu kagum dengan Buya Syafii Maarif - ILC tvOne https://youtu.be/gPXSkLtAL5Y
positive,"Saya punya Panglima yang membanggakan, ILC tvOne https://youtu.be/tR2tN1u7eAw"
positive,Rating Indonesia Lawyers Club TV One Langsung Melesat #tvone #setelah411
positive,Sejuk kalo ILC itu kayak gini obrolannya - ILC tvOne
positive,"semuanya nonton tvOne, Indonesia Lawyers Club yuk"
positive,Belajar cara berdebat di bidang hukum #ilc
positive,Selamat tayang kembali Indonesia Lawyers Club tvOne
positive,Ini yg bikin adem Hati.. Aa Gymnastiar #ilc
positive,Ikhlas itu melepaskan dan mendoakan.. #ILC
positive,Bang @karniilyas cerdas ... #ILC hebat
positive,pak Ustadz. keren banget.. #ILC
positive,#ilc saatnya damai bersenandung
positive,Saatnya Damai Bersenandung #ILC dan Pemecah Belah Umat Beragama Dimusnahkan
positive,Semoga makin paham seperti apa sejatinya rupa Indonesia #ILC
positive,ILC malam ini adem #indonesialawyersclub
positive,"Indahnya ILC malam ini, semua pemuka agama saling rangkul dan setuju untuk meninggalkan kasus ahok yang merusak keselarasan bangsa #ILC"
positive,Setuju banget sama bapak ustad #ILC
positive,Top banget Utadz Zaitun Rasmin #ilc
positive,Yuk tonton TVOne selalu menyajikan berita2 obyektif #TVOneSllDihati
positive,"#ilc,,, polmart memang bijaksana"
positive,Rakyat mendukung KPK usut tuntas kasus e-KTP @karniilyas #ILCTVOne
positive,Acara televisi yang sangat saya suka #ilcTvOne
positive,ga sabar nunggu 2019!!! #ILCTvOne
positive,semangat dan sehat selalu pak karni penonton setia menunggu ILC tayang kembali @karniilyas #ILCtvone
positive,Adem dengerin nasehat dari Aa gym semoga sehat slalu dan dalam lindunganNYA #IslamJagaNKRI @GeneralGatot #ILCtvone
positive,"sangat banyak ilmu yang bisa kita serap di #ILCTVONE semalam, menyejukan"
positive,#ILCtvone bangga kepada #PANGLIMATNI #JendralGatotNurmantyo
positive,"Salut dengan komitmen Pak @GeneralGatot , tegas, berwibawa, inilah Jenderal sesungguhnya. #ILC411 #ILCtvone"
positive,Hormat jendral... #ilctvone #keren #nextpresiden2019
positive,Aa gym.... Menyejukan mental dan jiwa #ilctvone
positive,Terimakasih buya Syafii @maarifinstitute . Bangga dg kejernihaannya #ilctvone
positive,Penjelasan Kapolri jelas dan tegas. Barakallahu. Mari buka hati #ilctvone  #JagaNKRI
positive,"jika kita memiliki kasih,  seharusnya saling memaafkan jika ada org yg sudah mau minta maaf, itu baru keren, salut. #ilctvone"
positive,"#Ilctvone @jonru @hafidz_ary @AHMADDHANIPRAST sampe diketawain, krn awalnya kalem, diujung keringat dingin matanya merem asli lucu"
positive,Ahmad Dhani ngomong Pasti seru ini.... #ILCTVOne
positive,"Mendengar pendapat pak hasim muzadi sangat menentramkan, keren #ilctvone"
positive,Salut dan hormat utk bang jhonson panjaitan lugas dan masuk akal... #ILCtvone
positive,Kompak dan sama  pembelaan antara BNN n Polisi...  #ilctvone
positive,Keren kali abang pengacara botak ini #ILCTvOne
positive,Jokowi ini org betul2 soleh.. hendropriyono #ilctvone
positive,Top n mencerahkan prof @mohmahfudmd ..! #ilctvone
positive,Media dukung Ahok karena pendapatan iklan dari korporasi juga besar. #ILCtvone
positive,@ILC_tvOnenews keren bikin melek #ilctvone
positive,Salut sama pak Darmawan Salihin...  #ILCTVONE
positive,semga ilc tetap jadi memberikan informasi yang benar
positive,"acara debat yag hebat, keren #ILC"
negative,Yang di tunggu bukan tvshow tapi INDONESIA LAWYERS CLUB. TVshow tidak cocok dengan karakter siaran tvone!
negative,"Indonesia Lawyers Club TvOne malam ini sepertinya batal tayang lagi. memalukan Rezim ini terlalu sakit, sehingga takut http://fb.me/18pYNAcs"
negative,Potensi teroris sangat besar. Jangan bikin pernyataan yg memberi peluang pd teroris #ILC
negative,"Indonesia banyak masalah tp gak ada sikap tegas dr pak presiden, ditanya di demo malah sibuk pencitraan & upload video gak penting! #ILC"
negative,"Kalau melihat acara #ILC Membidik Habieb Rizieq, Habieb ga perlu pulang ke Indonesia. Ga penting. Ga mutu."
negative,"@Busyro_Muqoddas : Minoritas ekonomi kuat menguasai Mayoritas Ekonomi lemah, tidak pernah dibahas, inilah sumber radikal, miris #ILC @karnii"
negative,sekali lg mengingatkan @aniesbaswedan untuk jaga jarak dg Islamis radikal jika tak ingin melihat bangsa ini hancur. #ILC
negative,omongannya ga menarik. ga berisi. #ILC
negative,Anis difitnah katanya dia... #ILC
negative,Sebuah pertanyaan kepada metromini utk dijadikan metronome yang dibentuk oleh kemacetan yang cukup padat di berikan oleh putra petir. #ilc
negative,"buat para pembela AHOK, Cek cara berpikirnya, masa kalah sama ANAK SD. #AhokHarusDipenjara @ILC_tvOnenews #ILC"
negative,@MataNajwa kok kayak provokatif ya pembawa acaranya. Beda kelas dg #ILC @ILC_tvOnenews
negative,"Saya pribadi tdk suka dgn acara Mata Najwa dan ILC, tdk menyelesaikan masalah kayaknya. #matanajwa #ILC"
negative,Benarkah kebohongan yang diulang-ulang... #iLc
negative,Diracun dengan pujian.. #ILC
negative,"males nonton, Topik #ILC ga kekinian."
negative,Meskipun kebohongan itu lari secepat kilat satu waktu kebenaran akan mengalahkannya #ILC
negative,"org yg namanya tampang Nabi tp hati Iblis, sesuai dgn pernyataan pengacara Nazarudin #ILC"
negative,"para pejabat sedang sibuk membicarakan ""HAK ANGKET"", #ILC tv0ne http://fb.me/2RGmoq4cL"
negative,saya paham bahwa saya gagal paham...  #ILC
negative,"ngomong segitu panjang, gak dapet maksudnya mau apa... #aneh #ilc"
negative,"Sumpah liat mukanya #FahriHamzah di #ILC pengen gw lempar pake sepatu,, nyebelin bgt"
negative,Percuma pak. fahri dower itu masih sakit hati sama KPK. #ILC
negative,"DPR TERUSIK,, KPK DIBIDIK #ILC"
negative,@ReflyHZ Ajarin dewan ttg hak angket !!! #ILC
negative,"Saya rakyat, tp saya jg kadang ga seneng lihat cara nya yg superbodi, kok kyknya tebang pilih jg.. #ILC"
negative,#ILC merajut jakarta kembali setelah tercabik cabik karena kepemimpinan masa lalu
negative,"@karniilyas maksudnya, cinta akan uang adalah akar kejahatan #ILCTVOne"
negative,Makin hari makin geram ngeliat tingkah laku dan akhlaq oknum yang mengatasnama kan ISLAM #ILCTVONE
negative,"Pembohongan publik itu, ketika rambut udah putih beruban tapi di cat hitam #ilctvone"
negative,"#MataNajwa meskipun beda kelas sm #ILCTVOne knp masih bebas tanpa pembatalan, Tanya kenapa?????"
negative,"Nonton ILC tokoh betawi bilang, org betawi itu gampang intinya, ""bacot lu jaga.."" jadi itulah intinya.. #ilctvone"
negative,"Merajut kembali Jakarta? Gampang kok. ""Bacot lu jaga"" #ILCTVOne"
negative,buya safii maarif yg lebih tua kalah bijak dari nasihat bung eep yg jauh lebih muda #ILCtvOne
negative,Merampas hak dasar sebagai manusia harus batal demi hukum #ILCTvOne
negative,Pihak polisi kasihan jadi terlihat sangat bodoh berhadapan dengan argumentasi hukum dan pakar IT #IlcTvOne
negative,"itu bapak Abi Manyu kasian.... beliau tidak paham WhatsApp, miris #ilctvone"
negative,Bintang #ILCtvOne pun muncul #AaGym Tidak ada partai atau tokoh manapun yang sanggup menggerakkan orang http://fb.me/2WDYOkqZU
negative,"Menghimbau jangan terprovokasi, tp memantik kebencian.. Tidak meneduhkan tp membuat mendung.. #ILCTvOne"
negative,Tindakan anarkis pada saat aksi bukan oleh pendemo #ILCTvOne #SaveHmI
negative,"Sepenting apapun itu, ingat kita akan mati, seram #ILCtvone"
negative,"siapa lagi? ketua preman pasar ikutan ngomong, memalukan #ILCtvone"
negative,"jgn krn cuma jaga moral dr konten porno, negara ini darurat radikalisme, mau tunggu perang kyk di suriah baru kpi sadar? #ILCTVONE"
negative,kami butuh fakta bukti bukan hanya ngomong kebohongan #ILCTVOne
negative,Kasian ya yg bapak2 berpeci pake batik merah tadi air mata nya dikeluarin cuma krn ahoax #miris #ILCtvone
negative,"Syaiton itu musuhmu, jgn dijadikan sbg teman Manusia bs kesetanan, tp setan tdk bs kemanusiaan... #insyaflahwahaimanusia #ILCtvone"
negative,"#ILCtvone mendengar cerita bu marwah aku merasa bodoh, memalukan"
negative,#ILCTVONE ini bang gaya nya benar2 pemikiran liberal miris sekali
negative,Sesat pikir para pengamat #taxamnesti #ILCtvone
negative,berbicara kelamaan ribet #ILC
positive,"ih lucu, mas kick andy nya senyum2 aja"
positive,nonton pak hasan Merkids di kick andy sangat menginspirasi salut pak hasan
positive,cara Ubah Mimpimu Jadi Tindakan Kick Andy
positive,Kickandy gokil #kickandy
positive,"Terima kasih sudah menonton acara #kickandy eps ubah mimpimu jadi tindakan, semoga bermanfaat"
positive,Temukan lentera jiwamu #kickandy #mahasiswaum
positive,Agung.. Saya akan undang lagi.. Untuk bercerita banyak tentang perjalanan kehidupanmu.. #KickAndy
positive,PARA MUSISI YG MENGGELORAKAN SEMANGAT NASIONALISME DAN KEBHINEKAAN UNJUK GIGI #KICKANDY NKRI HARGA MATI...
positive,Anak2 mulai berimajinasi. #kickandy
positive,CARA GILA MENDAKI GUNUNG #KickAndy Luar Biasa Mantap Jiwa
positive,sayangilah alam niscaya alam akan menyayangimu #kickAndy
positive,mantan narapidana pun dirangkulnya untuk dicarikan pekerjaan untuk menjalani hidup yg lbh baik lagi
positive,Agung @eevnxx mampu membuktikan sebuah karya yg mengagumkan bisa dihasilkan dgn belajar scr otodidak
positive,Salah satu kejadian yang membuat penonton tertawa saat agung hapsah muncul #KickAndy
